Date,Startup Name,Vertical,Sub-Vertical,City,Investor,Type,Amount (in USD),Remarks
10/12/2015,BlackBuck,Online Freight Services Aggregator,,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"25,000,000",Series B
10/12/2015,HomeStudio,Online Branded Furniture etailer,,Bangalore,Bren Corporation,Private Equity,"5,000,000",Series A
10/12/2015,PropheSee,Digital Analytics Platform,,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000",
10/12/2015,i2e1,Internet Network Infrastructure Services,,New Delhi,GrowX Ventures,Seed Funding,"500,000",
10/12/2015,Holisol Logistics,Supply Chain & Logistics Solutions,,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,"10,000,000",N/A
10/12/2015,Stay Simple Resorts,Holiday Resort Chain,,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,N/A,
10/12/2015,Paynear,Mobile Point of Sale solutions,,Hyderabad,Mitesh Majithia,Private Equity,"2,500,000",Pre-Series A
10/12/2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,"70,000,000",Series A
11/12/2015,EureQa,Test Automation SAAS platform,,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,"600,000",
11/12/2015,LocalCircles,Citizens Engagement Platform,,Noida,Anand Mahindra,Private Equity,N/A,N/A
11/12/2015,GetFocus,Indoor Navigation & Analytics Solutions,,Mumbai,Undisclosed investors,Seed Funding,N/A,
11/12/2015,UrbanClap,Hyperlocal On-Demand Household Services platform,,Gurgaon,Ratan Tata,Private Equity,N/A,N/A
11/12/2015,OnlineRTI,Online RTI application services,,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,"150,000",
11/12/2015,Powerstores,ECommerce Website Creation SAAS platform,,Goa,Extreme Venture Partners William Bissell,Seed Funding,N/A,
11/12/2015,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,"1,000,000",
11/12/2015,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,N/A,Yet to Launch platform
14/12/2015,Capricoast,Modular Furnishings Marketplace,,Bangalore,"Accel Partners India, RB Investments",Private Equity,"3,500,000",Series A
14/12/2015,JetSetGo,Private Jet Bookings Marketplace,,Bangalore,Puneet Dalmia,Private Equity,N/A,N/A
14/12/2015,Cabsguru,Cab search Comparison & Booking platform,,New Delhi,Prashanth Ranganathan,Seed Funding,"200,000",
14/12/2015,Whoop,Performance Optimization Platform for athletes,,Boston,Infosys,Private Equity,"3,000,000",Series A
15/12/2015,BookEventz,Event Venue Booking Platform,,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,N/A,
15/12/2015,Deal Street Asia,Digital Media Platform,,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,N/A,
15/12/2015,Streamoid,visual search and discovery platform,,Bangalore / Palo Alto,Undisclosed,Seed Funding,"1,000,000",
16/12/2015,Housejoy,Home services marketplace,,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,"22,500,000",Series B
16/12/2015,Bluebirch,End to End reverse logistics Solution platform,,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,"2,000,000",
16/12/2015,MeraDoctor,Virtual Health consultation app,,Mumbai,Unilazer,Private Equity,"1,200,000",Pre-Series A
16/12/2015,STAGE 3,Online Renting platform,,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,N/A,
17/12/2015,Rivigo,Logistics Services Provider,,Gurgaon,SAIF Partners and others,Private Equity,"30,000,000",Series B (includes Debt financing)
17/12/2015,Springboard,Data Science & UX design Learning platform,,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,"1,700,000",
17/12/2015,Eatfresh,Online marketplace for Chef Meals,,Bangalore,Kalaari Capital,Private Equity,N/A,N/A
18/12/2015,Ampere Vehicles,Electric Bike Manufacturers,,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,"1,200,000",
18/12/2015,Focus Digit,ECommerce platform solutions,,New Delhi,Turning Ideas,Seed Funding,N/A,
18/12/2015,The News Minute,Online Media Publication,,Bangalore,Quintillion Media,Seed Funding,N/A,
18/12/2015,CBREX,International Hiring Platform,,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,"200,000",
21/12/2015,TruckMandi,Logistics Service Provider Marketplace,,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,"2,000,000",Pre-Series A
21/12/2015,Peppertap,Hyperlocal Grocery Delivery Service,,Gurgaon,Innoven Capital,Private Equity,"4,000,000",part of $40M Series B round
21/12/2015,KOOH Sports,Sports Education Platform,,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,"2,000,000",Series A
22/12/2015,RentOnGo,"Bike, Appliances Renting marketplace",,Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,N/A,
22/12/2015,Industrybuying,Online Marketplace for Industrial Goods,,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,N/A,
22/12/2015,Zapr,Reward points mobile app,,Gurgaon,Dinesh Agarwal,Seed Funding,N/A,
22/12/2015,LatestOne,Mobile accessories online store,,Hyderabad,Palred Technologies Ltd,Private Equity,"3,000,000",Additional investment from parent company
22/12/2015,PlanetGogo,Content Discovery & reward points platform,,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,N/A,
22/12/2015,Arya.ai,Artificial Intelligence platform,,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,"750,000",Series A
22/12/2015,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,"500,000",pre-Series A
22/12/2015,MobieFit,Mobile Fitness App,,Goa,Medi Assist,Private Equity,"1,000,000",Strategic Investment
23/12/2015,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",,Mumbai,Vectr Ventures,Private Equity,N/A,N/A
23/12/2015,Mech Mocha,Mobile Game development & Design platform,,Bangalore,"Blume Ventures, Flipkart",Seed Funding,"1,000,000",
23/12/2015,Shotang.com,B2B eCommerce Marketplace,,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,"5,000,000",Series A
23/12/2015,CityFurnish,Furniture and appliances rental platform,,Gurgaon,Jitendra Gupta,Seed Funding,N/A,
24/12/2015,Black White Orange,B2B Merchandize platform,,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,"303,000",
24/12/2015,Kolabro,Real Estate focused Tech platform,,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,N/A,
24/12/2015,Canvera,Photographer Online search & booking platform,,Bangalore,Info Edge (India) Ltd,Private Equity,"2,200,000",N/A
28/12/2015,Town Essentials,Grocery Delivery platform,,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,"1,000,000",
28/12/2015,Bumper,Mobile Car Servicing appointment app,,Bangalore,SAIF Partners,Seed Funding,"500,000",
29/12/2015,Hotify,New Curation Mobile App,,Bangalore,Mahavir Pratap Sharma,Seed Funding,"150,000",
29/12/2015,MobiKwik,Mobile Wallet,,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,"6,600,000",Additional Funding
30/12/2015,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,Yuvraj Singh,Seed Funding,N/A,Yet to Launch
01/01/2016,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,New Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,N/A,
01/01/2016,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,N/A,
04/01/2016,DogSpot,ECommerce,Online Pet Store,Gurgaon,Ratan Tata,Seed Funding,N/A,
04/01/2016,Career360,Education,College Education Portal,New Delhi,MeritTrac,Private Equity,N/A,
04/01/2016,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,"6,000,000",
05/01/2016,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,N/A,
05/01/2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,"100,000",
05/01/2016,Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Funding,N/A,
05/01/2016,360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed,Seed Funding,"150,000",
05/01/2016,Alef Mobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,"5,000,000",
06/01/2016,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,Ratan Tata,Seed Funding,N/A,
06/01/2016,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Funding,N/A,
06/01/2016,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda, Ganayantrika Systems",Seed Funding,"750,000",
06/01/2016,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,"1,000,000",
06/01/2016,PlanMy MedicalTrip,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,"150,000",
06/01/2016,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,"3,000,000",
06/01/2016,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,"750,000",
07/01/2016,PitStop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/LivSpace Founders,Seed Funding,N/A,
07/01/2016,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,Undisclosed Investors,Seed Funding,N/A,
07/01/2016,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Funding,"160,000",
07/01/2016,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,"100,000",
07/01/2016,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com International Ltd,Private Equity,"180,000,000",
08/01/2016,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,"5,000,000",
08/01/2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,"250,000",
08/01/2016,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,"45,000",
08/01/2016,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Arun Chandra Mohan,Seed Funding,N/A,
09/01/2016,Lumiere,ECommerce,Organic Food eTailer,Bangalore,Undisclosed investors,Private Equity,N/A,
11/01/2016,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,"5,400,000",
11/01/2016,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,N/A,
11/01/2016,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,"16,500,000",
11/01/2016,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,"1,000,000",
11/01/2016,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,N/A,
12/01/2016,Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,"100,000,000",
12/01/2016,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,"Matt Mullenweg, Adam DAngelo, Aditya Agarwal, Ruchi Sanghvi & Others",Private Equity,N/A,
12/01/2016,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,"2,300,000",
12/01/2016,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,"250,000",
13/01/2016,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,"145,000,000",
13/01/2016,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok & Other unnamed investors,Seed Funding,"100,000",
13/01/2016,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Unicorn India Ventures,Seed Funding,"240,000",
13/01/2016,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed Funding,N/A,
13/01/2016,Care24,Healthcare,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,"4,000,000",
13/01/2016,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,N/A,
14/01/2016,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Amod Malviya,Seed Funding,N/A,
14/01/2016,Buildkar,ECommerce,Construction Material Marketplace,Bangalore,"Mustafa Wajid, Umang Kumar & Others",Seed Funding,N/A,
14/01/2016,Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Indian Angel Network,Seed Funding,"520,000",
14/01/2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",Seed Funding,N/A,
15/01/2016,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,N/A,
15/01/2016,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,"200,000",
15/01/2016,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,"Hyderabad Angels, Lalit Mangal, Vikas Malpani, Gaurav Bhalotia, LV Prasad",Seed Funding,N/A,
15/01/2016,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed Funding,N/A,
15/01/2016,Jobick,Consumer Internet,Mobile app based Job Search,Noida,Abhinav Mathur,Seed Funding,N/A,
16/01/2016,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed Funding,N/A,
18/01/2016,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed Funding,N/A,
18/01/2016,Kartrocket,Consumer Internet,SAAS DIY ECommerce Platform,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,"6,000,000",
19/01/2016,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,"35,000,000",
19/01/2016,TinyStep,Consumer Internet,Parenting Social Network,Bangalore,Flipkart,Seed Funding,N/A,
19/01/2016,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurgaon,Ratan Tata,Private Equity,N/A,
19/01/2016,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,Anand Chandrasekaran & Others,Seed Funding,N/A,
19/01/2016,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund, Phanindra Sama, Peyush Bansal",Private Equity,"1,400,000",
19/01/2016,Indus OS,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,"5,000,000",
19/01/2016,CollegeDunia,Consumer Internet,Educational College Search platform,New Delhi,Umang Kumar,Seed Funding,"445,000",
19/01/2016,Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,"3,500,000",
20/01/2016,Reddoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,500 Startups,Private Equity,N/A,
20/01/2016,IndustryBuying,ECommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private Equity,"1,800,000",
20/01/2016,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,"20,000,000",
20/01/2016,IMbesharam,ECommerce,Adult Products Etailers,New Delhi / US,Undisclosed US Based Investors,Private Equity,"4,000,000",
20/01/2016,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai / UK,Sad Business School Seed Fund.,Seed Funding,"40,000",
20/01/2016,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Funding,N/A,
21/01/2016,FirstCry,ECommerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,N/A,
21/01/2016,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Rob Chandra,Seed Funding,"500,000",
21/01/2016,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,"2,200,000",
21/01/2016,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,"15,000,000",
21/01/2016,CREO,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,"3,000,000",
22/01/2016,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed Funding,"200,000",
22/01/2016,Little,Consumer Internet,Deal Discovery App,Bangalore,GIC,Private Equity,N/A,
22/01/2016,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,"7,200,000",
22/01/2016,Qlivery,Consumer Internet,on-demand concierge services,Gurgaon,Chandigarh Angels Funding,Seed Funding,N/A,
22/01/2016,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Funding,N/A,
22/01/2016,Silvan,Technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,Seed Funding,"515,000",
22/01/2016,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,"35,000,000",
22/01/2016,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,"30,000,000",
22/01/2016,Gajty,Healthcare,Salons & Spa Chain,Gurgaon,Purvi Ventures,Seed Funding,N/A,
25/01/2016,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,"150,000",
25/01/2016,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,"21,000,000",
25/01/2016,SkyCandle,ECommerce,Home Dcor Product etailer,New Delhi,GPA group,Private Equity,N/A,
27/01/2016,Teabox.com,ECommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,N/A,
27/01/2016,Buildzar,ECommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private Equity,"4,000,000",
27/01/2016,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed investors,Seed Funding,"1,000,000",
27/01/2016,WhatsOnRent,ECommerce,Online Rental Marketplace,Bangalore,Lalit Mangal & Others,Seed Funding,N/A,
28/01/2016,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Funding,"1,000,000",
28/01/2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,"370,000",
28/01/2016,JustDoc,Consumer Interne,Medical Video Consultation platform,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,N/A,
28/01/2016,Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Foxconn Technology Group & Others,Seed Funding,N/A,
29/01/2016,BitGiving,Consumer Internet,Crowd Funding Platform,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,N/A,
29/01/2016,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,"160,000",
29/01/2016,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,N/A,
29/01/2016,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,"TermSheet, ah! Ventures",Seed Funding,"185,000",
29/01/2016,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,"17,000,000",
29/01/2016,Truebil,ECommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,"5,150,000",
29/01/2016,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private Equity,"1,100,000",
29/01/2016,TinMen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,N/A,
29/01/2016,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,N/A,
30/01/2016,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,N/A,
30/01/2016,DesignBids,Consumer Internet,Interior Design Marketplace,New Delhi,Indian Angel Network,Seed Funding,N/A,
01/02/2016,Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,N/A,
02/02/2016,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures, Lumis Partners",Private Equity,"4,000,000",
02/02/2016,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,"T V Mohandas Pai, Aarin Capital",Seed Funding,N/A,
02/02/2016,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500",
02/02/2016,MaaxMarket,Consumer Internet,Marketing Automation platform,N/A,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500",
02/02/2016,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500",
02/02/2016,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500",
03/02/2016,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,"1,000,000",
03/02/2016,RoadGods,ECommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding,"100,000",
03/02/2016,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,"100,000",
03/02/2016,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding,"30,000",
04/02/2016,Perfumery,ECommerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding,"30,000",
05/02/2016,Magic Crate,Education,Children Education Platform,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed Funding,N/A,
05/02/2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,"13,500,000",
05/02/2016,Smartcooky,ECommerce,Marketplace for Health Foods,New Delhi,"Vandana Luthra,",Private Equity,N/A,
05/02/2016,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,N/A,
05/02/2016,BHIVE,Real Estate,Workspace Rentals,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,N/A,
05/02/2016,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,"1,000,000",
05/02/2016,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,"81,000",
05/02/2016,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding,"52,000",
06/02/2016,Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,Undisclosed investors,Seed Funding,"1,000,000",
06/02/2016,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,N/A,
08/02/2016,Moglix,Ecommerce,Industrial & Home Products Marketplace,New Delhi,Ratan Tata,Private Equity,N/A,
08/02/2016,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (GHV),Seed Funding,"100,000",
08/02/2016,AdUrCup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed Funding,"100,000",
08/02/2016,Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Sixth Sense Ventures,Private Equity,N/A,
08/02/2016,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,N/A,
08/02/2016,Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,N/A,
08/02/2016,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,"12,500,000",
08/02/2016,Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,New Delhi,Ratan Tata,Private Equity,N/A,
08/02/2016,Hansel.io,Technology,Mobile App Tech Solutions,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,N/A,
09/02/2016,Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,N/A,
09/02/2016,GOQii,Technology,Personalized fitness coaching & Fitness band,Mumbai,Edelweiss Financial Services,Private Equity,N/A,
10/02/2016,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,"200,000",
10/02/2016,GlamStudios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed Funding,N/A,
